2.186799049377441406e-02,2.900000000000000000e+01
5.850696563720703125e-02,5.750000000000000000e+01
7.830595970153808594e-02,3.350000000000000000e+01
9.460306167602539062e-02,2.850000000000000000e+01
1.052930355072021484e-01,1.800000000000000000e+01
1.183087825775146484e-01,2.150000000000000000e+01
1.304349899291992188e-01,2.150000000000000000e+01
1.439080238342285156e-01,2.300000000000000000e+01
1.578109264373779297e-01,2.400000000000000000e+01
1.740980148315429688e-01,2.900000000000000000e+01
1.875510215759277344e-01,2.350000000000000000e+01
2.017779350280761719e-01,2.550000000000000000e+01
2.158300876617431641e-01,2.650000000000000000e+01
2.334101200103759766e-01,2.850000000000000000e+01
2.534258365631103516e-01,2.900000000000000000e+01
2.665469646453857422e-01,2.400000000000000000e+01
2.849678993225097656e-01,3.200000000000000000e+01
3.060669898986816406e-01,4.200000000000000000e+01
3.231239318847656250e-01,3.100000000000000000e+01
3.429698944091796875e-01,3.550000000000000000e+01
3.666188716888427734e-01,4.150000000000000000e+01
3.905940055847167969e-01,4.250000000000000000e+01
4.136760234832763672e-01,4.100000000000000000e+01
4.429500102996826172e-01,5.100000000000000000e+01
4.806630611419677734e-01,6.300000000000000000e+01
5.068790912628173828e-01,4.700000000000000000e+01
5.316390991210937500e-01,4.900000000000000000e+01
5.737998485565185547e-01,8.300000000000000000e+01
6.025578975677490234e-01,5.600000000000000000e+01
6.379871368408203125e-01,7.000000000000000000e+01
7.058801651000976562e-01,1.210000000000000000e+02
7.391140460968017578e-01,6.450000000000000000e+01
7.821807861328125000e-01,8.250000000000000000e+01
8.267540931701660156e-01,9.100000000000000000e+01
8.590390682220458984e-01,6.600000000000000000e+01
8.850870132446289062e-01,5.200000000000000000e+01
9.139950275421142578e-01,4.950000000000000000e+01
9.437439441680908203e-01,4.650000000000000000e+01
9.772720336914062500e-01,6.150000000000000000e+01
1.007064104080200195e+00,5.600000000000000000e+01
1.041710853576660156e+00,6.200000000000000000e+01
1.071461915969848633e+00,5.450000000000000000e+01
1.104944944381713867e+00,5.950000000000000000e+01
1.136622905731201172e+00,5.350000000000000000e+01
1.165398120880126953e+00,4.800000000000000000e+01
1.213653087615966797e+00,9.050000000000000000e+01
1.245065927505493164e+00,5.850000000000000000e+01
1.273007869720458984e+00,5.450000000000000000e+01
1.306892156600952148e+00,6.900000000000000000e+01
1.343608140945434570e+00,7.400000000000000000e+01
1.375993013381958008e+00,5.700000000000000000e+01
1.450161933898925781e+00,1.385000000000000000e+02
1.496458053588867188e+00,8.850000000000000000e+01
1.533555030822753906e+00,8.000000000000000000e+01
1.558776140213012695e+00,4.450000000000000000e+01
1.601782083511352539e+00,7.700000000000000000e+01
1.635223150253295898e+00,6.100000000000000000e+01
1.679188966751098633e+00,8.150000000000000000e+01
1.725978851318359375e+00,8.650000000000000000e+01
1.767236232757568359e+00,7.600000000000000000e+01
1.806792974472045898e+00,6.700000000000000000e+01
1.833698034286499023e+00,4.900000000000000000e+01
1.868372917175292969e+00,6.500000000000000000e+01
1.908430099487304688e+00,7.600000000000000000e+01
1.937578916549682617e+00,5.600000000000000000e+01
1.975527048110961914e+00,7.200000000000000000e+01
2.031387805938720703e+00,1.020000000000000000e+02
2.069951057434082031e+00,7.550000000000000000e+01
2.095927000045776367e+00,4.900000000000000000e+01
2.140764951705932617e+00,8.950000000000000000e+01
2.167045831680297852e+00,5.000000000000000000e+01
2.199114084243774414e+00,5.600000000000000000e+01
2.235556125640869141e+00,6.800000000000000000e+01
2.271449804306030273e+00,6.900000000000000000e+01
2.301357030868530273e+00,5.750000000000000000e+01
2.327042102813720703e+00,4.900000000000000000e+01
2.360035181045532227e+00,6.450000000000000000e+01
2.397161006927490234e+00,7.050000000000000000e+01
2.442711114883422852e+00,8.000000000000000000e+01
2.484045982360839844e+00,7.600000000000000000e+01
2.525806188583374023e+00,7.850000000000000000e+01
2.560973167419433594e+00,7.000000000000000000e+01
2.585314989089965820e+00,4.650000000000000000e+01
2.660201072692871094e+00,1.425000000000000000e+02
2.725366115570068359e+00,1.230000000000000000e+02
2.754209041595458984e+00,5.450000000000000000e+01
2.797307014465332031e+00,8.200000000000000000e+01
2.845948934555053711e+00,9.200000000000000000e+01
2.904625892639160156e+00,1.085000000000000000e+02
2.935873031616210938e+00,6.050000000000000000e+01
3.013741016387939453e+00,1.430000000000000000e+02
3.042762994766235352e+00,5.300000000000000000e+01
3.079641819000244141e+00,7.050000000000000000e+01
3.111006975173950195e+00,5.650000000000000000e+01
3.166249036788940430e+00,1.000000000000000000e+02
3.196411848068237305e+00,5.750000000000000000e+01
3.231498956680297852e+00,6.500000000000000000e+01
3.275819063186645508e+00,8.250000000000000000e+01
3.302728891372680664e+00,4.900000000000000000e+01
3.331639051437377930e+00,4.750000000000000000e+01
3.381106853485107422e+00,9.350000000000000000e+01
3.409245014190673828e+00,5.350000000000000000e+01
3.436295032501220703e+00,5.000000000000000000e+01
3.482248067855834961e+00,9.100000000000000000e+01
3.562895774841308594e+00,1.500000000000000000e+02
3.600133895874023438e+00,7.050000000000000000e+01
3.630500078201293945e+00,6.050000000000000000e+01
3.659908771514892578e+00,5.800000000000000000e+01
3.713331937789916992e+00,1.050000000000000000e+02
