8.622169494628906250e-03,1.300000000000000000e+01
1.686120033264160156e-02,1.200000000000000000e+01
2.496409416198730469e-02,1.800000000000000000e+01
3.337335586547851562e-02,1.750000000000000000e+01
4.315209388732910156e-02,2.150000000000000000e+01
5.640530586242675781e-02,3.050000000000000000e+01
8.452033996582031250e-02,6.000000000000000000e+01
1.063354015350341797e-01,4.750000000000000000e+01
1.215271949768066406e-01,3.300000000000000000e+01
1.493251323699951172e-01,6.050000000000000000e+01
1.715691089630126953e-01,4.850000000000000000e+01
2.050471305847167969e-01,7.600000000000000000e+01
2.497751712799072266e-01,9.300000000000000000e+01
2.766830921173095703e-01,5.850000000000000000e+01
3.132610321044921875e-01,8.200000000000000000e+01
3.681452274322509766e-01,1.225000000000000000e+02
4.134132862091064453e-01,9.500000000000000000e+01
4.431192874908447266e-01,6.400000000000000000e+01
4.841902256011962891e-01,8.300000000000000000e+01
5.151250362396240234e-01,6.050000000000000000e+01
5.409200191497802734e-01,5.250000000000000000e+01
5.704591274261474609e-01,6.100000000000000000e+01
6.017520427703857422e-01,6.850000000000000000e+01
6.289951801300048828e-01,5.800000000000000000e+01
6.485161781311035156e-01,4.150000000000000000e+01
6.691062450408935547e-01,4.600000000000000000e+01
6.878981590270996094e-01,3.850000000000000000e+01
7.092123031616210938e-01,4.250000000000000000e+01
7.394721508026123047e-01,6.000000000000000000e+01
7.648022174835205078e-01,5.600000000000000000e+01
7.923932075500488281e-01,6.550000000000000000e+01
8.112580776214599609e-01,4.050000000000000000e+01
8.356022834777832031e-01,5.350000000000000000e+01
8.553330898284912109e-01,4.350000000000000000e+01
8.895442485809326172e-01,7.700000000000000000e+01
9.305462837219238281e-01,7.950000000000000000e+01
9.836251735687255859e-01,1.165000000000000000e+02
1.034879207611083984e+00,1.150000000000000000e+02
1.083555221557617188e+00,1.075000000000000000e+02
1.139590263366699219e+00,1.195000000000000000e+02
1.178455114364624023e+00,7.150000000000000000e+01
1.341056108474731445e+00,3.200000000000000000e+02
1.467802286148071289e+00,2.660000000000000000e+02
1.587123155593872070e+00,2.535000000000000000e+02
1.672889232635498047e+00,1.820000000000000000e+02
1.780739068984985352e+00,2.305000000000000000e+02
1.848296165466308594e+00,1.455000000000000000e+02
1.916857242584228516e+00,1.485000000000000000e+02
2.000303268432617188e+00,1.750000000000000000e+02
2.098730325698852539e+00,2.030000000000000000e+02
2.159509420394897461e+00,1.335000000000000000e+02
2.234964370727539062e+00,1.685000000000000000e+02
2.312696218490600586e+00,1.690000000000000000e+02
2.392286300659179688e+00,1.695000000000000000e+02
2.467280149459838867e+00,1.630000000000000000e+02
2.547448158264160156e+00,1.810000000000000000e+02
2.594004392623901367e+00,1.065000000000000000e+02
2.670134067535400391e+00,1.645000000000000000e+02
2.750283002853393555e+00,1.705000000000000000e+02
2.799485206604003906e+00,9.900000000000000000e+01
2.830672264099121094e+00,6.350000000000000000e+01
2.890370130538940430e+00,1.325000000000000000e+02
2.921153068542480469e+00,7.200000000000000000e+01
2.993925094604492188e+00,1.625000000000000000e+02
3.065626144409179688e+00,1.505000000000000000e+02
3.155290126800537109e+00,1.970000000000000000e+02
3.207805156707763672e+00,1.215000000000000000e+02
3.292605161666870117e+00,1.850000000000000000e+02
3.330998182296752930e+00,8.200000000000000000e+01
3.377091169357299805e+00,1.020000000000000000e+02
3.445078134536743164e+00,1.500000000000000000e+02
3.530045270919799805e+00,1.775000000000000000e+02
3.603756189346313477e+00,1.580000000000000000e+02
3.653830289840698242e+00,1.055000000000000000e+02
3.692658185958862305e+00,8.350000000000000000e+01
3.723034143447875977e+00,6.550000000000000000e+01
3.749843358993530273e+00,5.300000000000000000e+01
3.776083230972290039e+00,5.350000000000000000e+01
3.788596391677856445e+00,2.450000000000000000e+01
3.811434984207153320e+00,4.750000000000000000e+01
3.821467161178588867e+00,1.900000000000000000e+01
3.873048067092895508e+00,1.160000000000000000e+02
3.898112058639526367e+00,5.150000000000000000e+01
3.972857236862182617e+00,1.555000000000000000e+02
4.059094190597534180e+00,1.860000000000000000e+02
4.113381147384643555e+00,1.235000000000000000e+02
4.211917161941528320e+00,2.215000000000000000e+02
4.355347156524658203e+00,2.945000000000000000e+02
4.482448101043701172e+00,2.570000000000000000e+02
4.624856233596801758e+00,3.130000000000000000e+02
4.797408103942871094e+00,3.510000000000000000e+02
5.034292221069335938e+00,4.905000000000000000e+02
5.192345142364501953e+00,3.295000000000000000e+02
5.305145263671875000e+00,2.325000000000000000e+02
5.440149307250976562e+00,2.865000000000000000e+02
5.658401012420654297e+00,4.630000000000000000e+02
5.858259201049804688e+00,4.330000000000000000e+02
6.048984050750732422e+00,3.885000000000000000e+02
6.178463220596313477e+00,2.835000000000000000e+02
6.287528276443481445e+00,2.390000000000000000e+02
6.450568199157714844e+00,3.515000000000000000e+02
6.596574306488037109e+00,2.990000000000000000e+02
6.781782150268554688e+00,3.880000000000000000e+02
6.982927083969116211e+00,4.315000000000000000e+02
7.038301229476928711e+00,1.280000000000000000e+02
7.139735221862792969e+00,2.380000000000000000e+02
7.270572185516357422e+00,2.760000000000000000e+02
7.363098144531250000e+00,2.025000000000000000e+02
7.488958358764648438e+00,2.735000000000000000e+02
7.607347249984741211e+00,2.695000000000000000e+02
7.737500190734863281e+00,2.835000000000000000e+02
7.849243164062500000e+00,2.515000000000000000e+02
7.978314399719238281e+00,2.715000000000000000e+02
8.110244274139404297e+00,2.750000000000000000e+02
8.235079288482666016e+00,2.710000000000000000e+02
8.315625190734863281e+00,1.800000000000000000e+02
8.460609197616577148e+00,3.010000000000000000e+02
8.595950126647949219e+00,2.795000000000000000e+02
8.698348045349121094e+00,2.160000000000000000e+02
8.861214399337768555e+00,3.465000000000000000e+02
